Num_etab;Type_e;Appellation officielle;Label;Items;Année;Date de 1ère labellisation;Renouvellement 1;Renouvellement 2;Renouvellement 3;Renouvellement 4;Secteur;Commune;Latitude;Longitude;Nature uai;Département;Type de contrat;Téléphone;Chef d'établissement;territoire
0900279P;école;Ecole élémentaire;Niveau 2;18;2025;2025 - Niveau 2;;;;;Public;Châtenois-les-Forges;47.557720835203014;6.848517107481398;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;
0900032W;collège;Collège privé La Providence;Niveau 3;20;2023;2023 - Niveau 3;;;;;Privé;Chèvremont;47.62810160168364;6.92559071191191;COLLEGE;Territoire de Belfort;CONTRAT D'ASSOCIATION TOUTES CLASSES;384210361;Mme BLANDIN Emilie;
0900260U;école;Ecole privée La Providence;Niveau 3;20;2023;2023 - Niveau 3;;;;;Privé;Chèvremont;47.62810160168364;6.92559071191191;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;CONTRAT D'ASSOCIATION TOUTES CLASSES;;;
0900196Z;école;Ecole primaire;Niveau 1;16;2023;2023 - Niveau 1;;;;;Public;Chèvremont;47.6280847565928;6.924590940563504;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;
0900237U;collège;Collège Mozart;Niveau 1;16;2021;2016 - Niveau 2;2021  -  Niveau 1;;;;Public;Danjoutin;47.6158038978951;6.864294342287903;COLLEGE;Territoire de Belfort;SANS OBJET;384285023;BOETSCH Sandrine;
0900354W;école;Ecole primaire Saint-Exupéry;Niveau 1;15;2021;2016 - Niveau 3;2021  -  Niveau 1;2026;;;Public;Danjoutin;47.617778986820944;6.862643403690083;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;
0900019G;lycée professionnel;Lycée professionnel Jules Ferry - Lycée des métiers des services aux collectivités, aux entreprises et à la personne;Niveau 1;9;2025;2020 - Niveau 1;2025  -  Niveau 1;2030;;;Public;Delle;47.50919369945541;6.990439312716586;LYCEE PROFESSIONNEL;Territoire de Belfort;SANS OBJET;384584910;ACAR Ozcan;
0900009W;collège;Collège Val de Rosemont;Niveau 2;16;2024;2019 - Niveau 2;2024  -  Niveau 2;;;;Public;Giromagny;47.74104284779217;6.834925105648082;COLLEGE;Territoire de Belfort;SANS OBJET;384293304;MULLER Jean-Pierre;
0900011Y;collège;Collège Camille Claudel;Niveau 3;21;2025;2017 - Niveau 2;2022  -  Perte;2030;;;Public;Montreux-Château;47.61033167856302;7.002241977190242;COLLEGE;Territoire de Belfort;SANS OBJET;384233289;GASTINEAU Nathalie;
0900277M;collège;Collège Lucie Aubrac;Niveau 2;17;2025;2010 - Niveau 2;2015  -  Niveau 3;2025  - Niveau 2;2030;;Public;Morvillars;47.547255782265495;6.931275529801066;COLLEGE;Territoire de Belfort;SANS OBJET;384278226;SANS Cécile;territoire5
0900073R;école;Ecole primaire;Niveau 2;18;2025;2019 - Niveau 1;2020  -  Niveau 3;2025  - Niveau 2;2030;;Public;Morvillars;47.547597465779546;6.932607866943252;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;territoire5
0900066H;école;Ecole élémentaire les Hirondelles;Niveau 2;16;2022;2022 - Niveau 2;;;;;Public;Offemont;47.66197509117981;6.878014506966933;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;
0900053U;école;Ecole élémentaire Marie-France MOINE;Niveau 1;9;2025;2020 - Niveau 1;2025  -  Niveau 1;2030;;;Public;Roppe;47.670435172828505;6.919516375513579;ECOLE DE NIVEAU ELEMENTAIRE;Territoire de Belfort;SANS OBJET;;;
0900013A;collège;Collège Michel Colucci;Niveau 2;17;2024;2016 - Niveau 2;2019  -  Niveau 3;2029;;;Public;Rougemont-le-Château;47.73502438654369;6.971046058096918;COLLEGE;Territoire de Belfort;SANS OBJET;384230053;POMATHIOD Stéphane;
0900014B;collège;Collège René Goscinny;Niveau 2;17;2025;2024 - Niveau 1;2025  -  Niveau 2;;;;Public;Valdoie;47.666970053955616;6.847119298747909;COLLEGE;Territoire de Belfort;SANS OBJET;384263360;FAGOT Stéphane;
territoire3;territoire;Arbois;Niveau 2;;2023;2023 - Niveau 2;2028;;;;Public;Arbois;46.9041230238313;5.77431735567794;TERRITOIRE;;;;;
territoire4;territoire;Vauban;Niveau 2;;2025;2024 - Niveau 1;2025 - Niveau 2;2030;;;Public;Belfort;47.6393402263151;6.86926094945792;TERRITOIRE;;;;;
territoire2;territoire;Besançon - groupe scolaire Ste Colette - St Joseph-St Paul;Niveau 3;;2025;2025 - Niveau 3;2030;;;;Privé;Besançon;47.2456898202062;6.0339801427628;TERRITOIRE;;;;;
territoire1;territoire;Besançon Planoise;Niveau 1;;2023;2023 - Niveau 1;2028;;;;Public;Besançon;47.2210575512869;5.96533447086713;TERRITOIRE;;;;;
territoire5;territoire;Morvillars;Niveau 2;;2025;2024 - Niveau 1;2025 - Niveau 2;2030;;;Public;Morvillars;47.5474266240225;6.93194169837216;TERRITOIRE;;;;;
